Title,H index,Impact Factor
"Proceedings of 2015 International Conference on Interactive Collaborative Learning, ICL 2015",4,0.69098
"ITA-AITES World Tunnel Congress 2016, WTC 2016",1,0.58572
"2015 IEEE International Conference on Cyber Technology in Automation, Control and Intelligent Systems, IEEE-CYBER 2015",6,0.76116
"2014 14th Annual Non-Volatile Memory Technology Symposium, NVMTS 2014",3,0.6559
"India International Conference on Power Electronics, IICPE",9,0.86641
"2015 38th International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2015 - Proceedings",5,0.72607
"Advanced Solid State Lasers, ASSL 2014",5,0.72607
"2014 55th International Scientific Conference on Power and Electrical Engineering of Riga Technical University, RTUCON 2014",5,0.72607
"Proceedings of the 1st Southern African Geotechnical Conference, 2016",1,0.58572
"Proceedings - 2014 6th International Conference on Information Technology and Electrical Engineering: Leveraging Research and Technology Through University-Industry Collaboration, ICITEE 2014",5,0.72607
"2014 2nd International Conference on Emission Electronics, ICEE 2014 Joined with 10th International Vacuum Electron Sources Conference, IVESC 2014, International Conference on Computer Technologies in Physical and Engineering Applications, ICCTPEA 2014, 20th International Workshop on Beam Dynamics and Optimization, BDO 2014 - Proceedings",4,0.69098
"2015 NASA/ESA Conference on Adaptive Hardware and Systems, AHS 2015",4,0.69098
"2016 21st European Conference on Networks and Optical Communications, NOC 2016",2,0.62081
"Proceedings of the 16th International Conference on Mechatronics, Mechatronika 2014",6,0.76116
"2015 26th Annual SEMI Advanced Semiconductor Manufacturing Conference, ASMC 2015",5,0.72607
"Proceedings - International Conference on Electronic Systems, Signal Processing, and Computing Technologies, ICESC 2014",8,0.83133
Proceedings of 11th ITG Symposium on Speech Communication,4,0.69098
"International Conference Recent Advances in Natural Language Processing, RANLP",20,1.25236
"Proceedings - 2015 30th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2015",3,0.6559
Mediterranean Microwave Symposium,7,0.79624
"Proceedings of the 2015 International Conference on Green Computing and Internet of Things, ICGCIoT 2015",6,0.76116
"2014 9th International Microsystems, Packaging, Assembly and Circuits Technology Conference: Challenges of Change - Shaping the Future, IMPACT 2014 - Proceedings",2,0.62081
"2015 10th International Conference on Information, Communications and Signal Processing, ICICS 2015",4,0.69098
"Proceedings of the 2016 2nd Conference on Mobile and Secure Services, MOBISECSERV 2016",2,0.62081
"Proceedings - 2014 2nd International Conference on Advanced Cloud and Big Data, CBD 2014",3,0.6559
"Proceedings of 2014 International Conference on Information, Communication Technology and System, ICTS 2014",3,0.6559
"2015 16th Latin-American Test Symposium, LATS 2015",4,0.69098
"Proceedings - 2014 47th International Symposium on Microelectronics, IMAPS 2014",5,0.72607
"Proceedings - 2015 8th International Conference on Human System Interaction, HSI 2015",6,0.76116
Proceedings of the ASME Design Engineering Technical Conference,3,0.6559
2015 6th International Green and Sustainable Computing Conference,5,0.72607
"Proceedings of WHPCF 2014: 7th Workshop on High Performance Computational Finance - Held in conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,0.58572
"2014 4th International Conference on Wireless Communications, Vehicular Technology, Information Theory and Aerospace and Electronic Systems, VITAE 2014 - Co-located with Global Wireless Summit",6,0.76116
"GISTAM 2016 - Proceedings of the 2nd International Conference on Geographical Information Systems Theory, Applications and Management",2,0.62081
"Proceedings of 2016 SAI Computing Conference, SAI 2016",3,0.6559
IET Seminar Digest,20,1.25236
"Proceedings of the 2014 37th International Spring Seminar on Electronics Technology, ISSE 2014",4,0.69098
"2015 IEEE International Symposium on Technologies for Homeland Security, HST 2015",4,0.69098
"2016 7th International Conference on Information and Communication Systems, ICICS 2016",3,0.6559
"Proceedings - Adaptive Resource Management and Scheduling for Cloud Computing: 3rd Internatioal Workshop, ARMS-CC 2016, Held in Conjunction with ACM Symposium on Principles of Distributed Computing, PODC 2016",2,0.62081
"ASME/BATH 2015 Symposium on Fluid Power and Motion Control, FPMC 2015",4,0.69098
"2016 IEEE International Workshop on Electromagnetics, iWEM 2016 - Proceeding",2,0.62081
"2014 37th International Convention on Information and Communication Technology, Electronics and Microelectronics, MIPRO 2014 - Proceedings",8,0.83133
"Proceedings - 2015 16th International Conference on Computational Problems of Electrical Engineering, CPEE 2015",1,0.58572
"ICNSC 2015 - 2015 IEEE 12th International Conference on Networking, Sensing and Control",4,0.69098
"2014 18th National Power Systems Conference, NPSC 2014",4,0.69098
"2016 3rd International Workshop on Emerging Ideas and Trends in Engineering of Cyber-Physical Systems, EITEC 2016",2,0.62081
"Asia Communications and Photonics Conference, ACP",8,0.83133
ICPE 2016 Companion - Companion Publication for 7th ACM/SPEC International Conference on Performance Engineering,2,0.62081
"8th International Conference on Management of Digital EcoSystems, MEDES 2016",2,0.62081
"Proceedings of the 2015 IEEE International Conference on Electron Devices and Solid-State Circuits, EDSSC 2015",4,0.69098
IEEE AFRICON Conference,20,1.25236
IFIP Wireless Days,14,1.04184
"2015 International Siberian Conference on Control and Communications, SIBCON 2015 - Proceedings",10,0.9015
"2015 International Conference on Recent Developments in Control, Automation and Power Engineering, RDCAPE 2015",3,0.6559
"2014 15th International Conference on Thermal, Mechanical and Multi-Physics Simulation and Experiments in Microelectronics and Microsystems, EuroSimE 2014",6,0.76116
"Proceedings - 2014 World Ubiquitous Science Congress: 2014 IEEE 12th International Conference on Dependable, Autonomic and Secure Computing, DASC 2014",6,0.76116
"Proceedings of the 2014 9th IEEE Conference on Industrial Electronics and Applications, ICIEA 2014",7,0.79624
"Proceedings - 1st International Conference on Trustworthy Systems and Their Applications, TSA 2014",3,0.6559
"ISRM Conference on Rock Mechanics for Natural Resources and Infrastructure, SBMR 2014",1,0.58572
"2014 IEEE Optical Interconnects Conference, OI 2014",6,0.76116
"Computer Sciences and Information Technologies - Proceedings of the 11th International Scientific and Technical Conference, CSIT 2016",4,0.69098
"2015 IEEE International Symposium on Haptic, Audio and Visual Environments and Games, HAVE 2015 - Proceedings",2,0.62081
IEEE IAS Electrical Safety Workshop,3,0.6559
"2014 20th International Conference on Microwaves, Radar and Wireless Communications, MIKON 2014",5,0.72607
"2014 International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2014",3,0.6559
ICCEM 2015 - 2015 IEEE International Conference on Computational Electromagnetics,4,0.69098
"Proceedings of the 2016 Research in Adaptive and Convergent Systems, RACS 2016",2,0.62081
"11th IEEE India Conference: Emerging Trends and Innovation in Technology, INDICON 2014",6,0.76116
"Proceedings - 2015 International Conference on Smart Grid and Clean Energy Technologies, ICSGCE 2015",2,0.62081
"Proceeding - 2015 IEEE International Circuits and Systems Symposium, ICSyS 2015",2,0.62081
"IEEE International Conference on Consumer Electronics - Berlin, ICCE-Berlin",8,0.83133
"14th IEEE International Conference on Nanotechnology, IEEE-NANO 2014",5,0.72607
Annual Review of Progress in Applied Computational Electromagnetics,8,0.83133
"Proceedings of the 2015 18th AISEM Annual Conference, AISEM 2015",4,0.69098
AEI 2015: Birth and Life of the Integrated Building - Proceedings of the AEI Conference 2015,2,0.62081
ICSOFT 2016 - Proceedings of the 11th International Joint Conference on Software Technologies,3,0.6559
"Proceedings of the International Semiconductor Conference, CAS",13,1.00676
"2014 IEEE 5th International Conference on Communications and Electronics, IEEE ICCE 2014",7,0.79624
"2015 International Conference on VLSI Systems, Architecture, Technology and Applications, VLSI-SATA 2015",4,0.69098
CPEM Digest (Conference on Precision Electromagnetic Measurements),12,0.97167
"Proceedings of the Annual Conference of the Prognostics and Health Management Society 2011, PHM 2011",5,0.72607
"2014 Conference on Optoelectronic and Microelectronic Materials and Devices, COMMAD 2014",3,0.6559
DSAA 2014 - Proceedings of the 2014 IEEE International Conference on Data Science and Advanced Analytics,3,0.6559
"Asia-Pacific Microwave Conference Proceedings, APMC",26,1.46288
"2015 World Congress on Sustainable Technologies, WCST 2015",3,0.6559
"2016 IEEE 1st International Conference on Control, Measurement and Instrumentation, CMI 2016",3,0.6559
"Proceedings - 5th International Workshop on the Twin Peaks of Requirements and Architecture, TwinPeaks 2015",2,0.62081
"AMS 2014 - 2014 1st Australian Microwave Symposium, Conference Proceedings",3,0.6559
"2015 3rd International Conference on Technological Advances in Electrical, Electronics and Computer Engineering, TAEECE 2015",4,0.69098
"3rd Workshop on CrossCloud Infrastructures and Platforms, CrossCloud 2016 - Colocated with EuroSys 2016",2,0.62081
"2015 World Symposium on Computer Networks and Information Security, WSCNIS 2015",2,0.62081
ISCAIE 2014 - 2014 IEEE Symposium on Computer Applications and Industrial Electronics,3,0.6559
"Proceedings - 2015 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2015",4,0.69098
"9th IEEE International Conference on Nano/Micro Engineered and Molecular Systems, IEEE-NEMS 2014",4,0.69098
"2015 38th International Conference on Telecommunications and Signal Processing, TSP 2015",6,0.76116
"Proceedings of 2015 International Conference on Estimation, Detection and Information Fusion, ICEDIF 2015",3,0.6559
"Proceedings - 2014 International Conference on Information Science, Electronics and Electrical Engineering, ISEEE 2014",5,0.72607
"IEEE International Conference on Semiconductor Electronics, Proceedings, ICSE",3,0.6559
"Proceedings of Frontiers in Optics 2015, FIO 2015",4,0.69098
"2016 IEEE MTT-S International Conference on Numerical Electromagnetic and Multiphysics Modeling and Optimization, NEMO 2016",3,0.6559
"Society of Petroleum Engineers - International Petroleum Technology Conference 2014, IPTC 2014 - Innovation and Collaboration: Keys to Affordable Energy",3,0.6559
"2016 29th International Vacuum Nanoelectronics Conference, IVNC 2016",2,0.62081
"22nd International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision, WSCG 2014, Full Papers Proceedings - in co-operation with EUROGRAPHICS Association",3,0.6559
"Proceeding - 2013 IEEE Student Conference on Research and Development, SCOReD 2013",5,0.72607
"Conference Proceedings - 10th Conference on Ph. D. Research in Microelectronics and Electronics, PRIME 2014",6,0.76116
EPE 2014 - Proceedings of the 2014 International Conference and Exposition on Electrical and Power Engineering,6,0.76116
"Proceedings of the International Conference on Sensing Technology, ICST",13,1.00676
"2016 12th Annual Conference on Wireless On-Demand Network Systems and Services, WONS 2016 - Conference Proceedings",1,0.58572
"Proceedings - 2015 41st Latin American Computing Conference, CLEI 2015",3,0.6559
"IEEE Asia-Pacific Conference on Circuits and Systems, Proceedings, APCCAS",23,1.35762
"ICAART 2015 - 7th International Conference on Agents and Artificial Intelligence, Proceedings",5,0.72607
Proceedings of the electronic system level synthesis conference,6,0.76116
Conference Digest - IEEE International Semiconductor Laser Conference,12,0.97167
ACM International Conference Proceeding Series,5,0.72607
"Proceedings of the European Conference on Radiation and its Effects on Components and Systems, RADECS",11,0.93659
"Proceedings of the Annual Conference of the Prognostics and Health Management Society, PHM",4,0.69098
"Proceedings - 2014 TRON Symposium, TRONSHOW 2014",1,0.58572
"2016 8th International Conference on Wireless Communications and Signal Processing, WCSP 2016",3,0.6559
"Proceedings of the 15th International Conference on Ground Penetrating Radar, GPR 2014",6,0.76116
"2014 IEEE Students' Conference on Electrical, Electronics and Computer Science, SCEECS 2014",9,0.86641
"Proceedings - 2015 9th International Conference on Frontier of Computer Science and Technology, FCST 2015",4,0.69098
"2016 IEEE Systems and Information Engineering Design Symposium, SIEDS 2016",2,0.62081
"2015 IEEE Symposium on 3D User Interfaces, 3DUI 2015 - Proceedings",6,0.76116
"Proceedings - 2015 3rd International Symposium on Computing and Networking, CANDAR 2015",4,0.69098
"IEEE Region 10 Annual International Conference, Proceedings/TENCON",30,1.60322
"2014 IEEE 20th International Symposium for Design and Technology in Electronic Packaging, SIITME 2014",5,0.72607
"2nd International Conference on Signal Processing and Integrated Networks, SPIN 2015",6,0.76116
"2015 5th International Conference on Computer and Knowledge Engineering, ICCKE 2015",3,0.6559
GECCO 2016 Companion - Proceedings of the 2016 Genetic and Evolutionary Computation Conference,4,0.69098
"Proceedings - 2014 IEEE 8th International Symposium on Embedded Multicore/Manycore SoCs, MCSoC 2014",4,0.69098
"2016 IEEE Wireless Health, WH 2016",2,0.62081
"Lester Eastman Conference 2014 - High Performance Devices, LEC 2014",3,0.6559
"Proceedings of the International Conference on Microelectronics, ICM",17,1.1471
"Society of Petroleum Engineers - Abu Dhabi International Petroleum Exhibition and Conference, ADIPEC 2015",6,0.76116
"Proceedings of 2014 International Conference on Interactive Mobile Communication Technologies and Learning, IMCL 2014",4,0.69098
"2014 13th International Conference on Optical Communications and Networks, ICOCN 2014",4,0.69098
"2016 IEEE 6th International Conference on Communications and Electronics, IEEE ICCE 2016",3,0.6559
"Proceedings - 25th IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2016",3,0.6559
"International Conference on Control, Instrumentation, Energy and Communication, CIEC 2014",5,0.72607
"Proceedings of the Electronic Packaging Technology Conference, EPTC",4,0.69098
"Proceedings of the 2015 10th Spanish Conference on Electron Devices, CDE 2015",2,0.62081
"2016 3rd International Conference on Recent Advances in Information Technology, RAIT 2016",3,0.6559
"Proceedings - 2016 IEEE International Conference on Smart Cloud, SmartCloud 2016",4,0.69098
"Proceedings of the 2015 1st International Conference on Industrial Networks and Intelligent Systems, INISCom 2015",3,0.6559
"IEEE 2015 International Conference on Signal and Image Processing Applications, ICSIPA 2015 - Proceedings",3,0.6559
"International Conference on Recent Advances and Innovations in Engineering, ICRAIE 2014",6,0.76116
"Asia Communications and Photonics Conference, ACPC 2014",6,0.76116
"Proceedings of the International Conference Days on Diffraction 2014, DD 2014",4,0.69098
"29th Annual European Simulation and Modelling Conference 2015, ESM 2015",3,0.6559
"AIAA Modeling and Simulation Technologies Conference, 2015",4,0.69098
"2015 5th International Conference on Electric Drives Production, EDPC 2015 - Proceedings",4,0.69098
"IEEE Workshop on Microelectronics and Electron Devices, WMED",3,0.6559
"Proceedings of the 2014 15th International Scientific Conference on Electric Power Engineering, EPE 2014",6,0.76116
"2014 International Conference on Advances in Electronics, Computers and Communications, ICAECC 2014",4,0.69098
"139th Audio Engineering Society International Convention, AES 2015",5,0.72607
"Proceedings - 2014 9th Asia Joint Conference on Information Security, AsiaJCIS 2014",1,0.58572
Proceedings - SCCG 2015: 31st Spring Conference on Computer Graphics,3,0.6559
"2014 11th International Symposium on Electronics and Telecommunications, ISETC 2014 - Conference Proceedings",4,0.69098
"Proceedings of the International Conference on Microelectronics, ICM",2,0.62081
"2015 Joint Conference of the IEEE International Frequency Control Symposium and the European Frequency and Time Forum, FCS 2015 - Proceedings",5,0.72607
"2015 7th Conference on Information and Knowledge Technology, IKT 2015",4,0.69098
"Proceedings of the International Conference on Numerical Simulation of Optoelectronic Devices, NUSOD",4,0.69098
"Advances in Cooperative Robotics: Proceedings of the 19th International Conference on Climbing and Walking Robots and the Support Technologies for Mobile Machines, CLAWAR 2016",2,0.62081
"2013 IEEE Applied Electromagnetics Conference, AEMC 2013",4,0.69098
"National Aerospace and Electronics Conference, Proceedings of the IEEE",17,1.1471
"Proceedings of the 2015 ACM International Conference on Interactive Tabletops and Surfaces, ITS 2015",6,0.76116
"Proceedings - International Conference on Modern Electric Power Systems, MEPS 2015",3,0.6559
Proceedings of the ASME Turbo Expo,6,0.76116
"2016 IEEE International Conference on Computational Electromagnetics, ICCEM 2016",2,0.62081
IEEE Symposium on Low-Power and High-Speed Chips - Proceedings for 2014 IEEE COOL Chips XVII,3,0.6559
"Proceedings - 2015 IEEE 18th International Symposium on Real-Time Distributed Computing, ISORC 2015",5,0.72607
"Proceedings - 2015 9th Brazilian Symposium on Software Components, Architectures and Reuse, SBCARS 2015",3,0.6559
"ASME 2016 14th International Conference on Nanochannels, Microchannels, and Minichannels, ICNMM 2016, collocated with the ASME 2016 Heat Transfer Summer Conference and the ASME 2016 Fluids Engineering Division Summer Meeting",2,0.62081
"Proceedings of 2014 International Conference on Contemporary Computing and Informatics, IC3I 2014",3,0.6559
"2016 IEEE International Symposium on Ethics in Engineering, Science and Technology, ETHICS 2016",1,0.58572
"2015 International Conference on Computing, Management and Telecommunications, ComManTel 2015",3,0.6559
IJCCI 2016 - Proceedings of the 8th International Joint Conference on Computational Intelligence,3,0.6559
ICHVE 2014 - 2014 International Conference on High Voltage Engineering and Application,3,0.6559
"Geotechnical Engineering for Infrastructure and Development - Proceedings of the XVI European Conference on Soil Mechanics and Geotechnical Engineering, ECSMGE 2015",3,0.6559
"ASME 2015 13th International Conference on Nanochannels, Microchannels, and Minichannels, ICNMM 2015, collocated with the ASME 2015 International Technical Conference and Exhibition on Packaging and Integration of Electronic and Photonic Microsystems",3,0.6559
"Proceedings of the 3rd International Conference on Applied Robotics for the Power Industry, CARPI 2014",4,0.69098
"2015 3rd IEEE VR International Workshop on Virtual and Augmented Assistive Technology, VAAT 2015",2,0.62081
"CONIELECOMP 2014 - 24th International Conference on Electronics, Communications and Computers",3,0.6559
"2014 International Conference on Electronics and Communication Systems, ICECS 2014",7,0.79624
IntelliSys 2015 - Proceedings of 2015 SAI Intelligent Systems Conference,4,0.69098
"2014 International Conference on Advances in Engineering and Technology Research, ICAETR 2014",5,0.72607
"2016 IEEE Healthcare Innovation Point-of-Care Technologies Conference, HI-POCT 2016",2,0.62081
"SMPTE 2015 Annual Technical Conference and Exhibition, SMPTE 2015",2,0.62081
"2015 IEEE MTT-S International Microwave Workshop Series on Advanced Materials and Processes for RF and THz Applications, IEEE MTT-S IMWS-AMP 2015 - Proceedings",3,0.6559
17th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference,3,0.6559
"Proceeding of the IEEE International Conference on Green Computing, Communication and Electrical Engineering, ICGCCEE 2014",7,0.79624
"Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits, IPFA",16,1.11202
International Conference Image and Vision Computing New Zealand,8,0.83133
"2015 International Conference on Cloud Computing, ICCC 2015",4,0.69098
18th AIAA Non-Deterministic Approaches Conference,4,0.69098
"2014 9th Southern Conference on Programmable Logic, SPL 2014",2,0.62081
"Proceedings of 14th Conference on Microwave Techniques, COMITE 2015",3,0.6559
"IMFEDK 2014 - 2014 International Meeting for Future of Electron Devices, Kansai",2,0.62081
"3rd International Symposium on Environment Friendly Energies and Applications, EFEA 2014",2,0.62081
Conference Proceedings from the International Symposium for Testing and Failure Analysis,18,1.18219
"18th International Symposium on VLSI Design and Test, VDAT 2014",4,0.69098
"Proceedings - 2015 11th International Conference on Innovations in Information Technology, IIT 2015",4,0.69098
"6th International Conference on Advanced Computing, ICoAC 2014",3,0.6559
MobileDeLi 2015 - Proceedings of the 3rd International Workshop on Mobile Development Lifecycle,2,0.62081
"National Radio Science Conference, NRSC, Proceedings",12,0.97167
"2013 International Conference on Electrical, Communication, Computer, Power, and Control Engineering, ICECCPCE 2013",2,0.62081
"2015 11th International Computer Engineering Conference: Today Information Society What's Next?, ICENCO 2015",4,0.69098
"2014 IEEE International Symposium on Bioelectronics and Bioinformatics, IEEE ISBB 2014",5,0.72607
"BIODEVICES 2014 - 7th Int. Conference on Biomedical Electronics and Devices, Proceedings; Part of 7th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2014",4,0.69098
"2014 13th International Conference on Control Automation Robotics and Vision, ICARCV 2014",1,0.58572
"Proceedings - 2015 International Conference on Intelligent Information Hiding and Multimedia Signal Processing, IIH-MSP 2015",2,0.62081
"Proceedings - 4th International Conference on Emerging Applications of Information Technology, EAIT 2014",2,0.62081
78th EAGE Conference and Exhibition 2016: Efficient Use of Technology - Unlocking Potential,5,0.72607
"2014 18th National Power Systems Conference, NPSC 2014",2,0.62081
"Proceedings of the 18th International Workshop on Software and Compilers for Embedded Systems, SCOPES 2015",3,0.6559
"2015 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-TW 2015",4,0.69098
"2014 Annual International Conference on Emerging Research Areas: Magnetics, Machines and Drives, AICERA/iCMMD 2014 - Proceedings",5,0.72607
"RSM 2015 - 2015 IEEE Regional Symposium on Micro and Nano Electronics, Proceedings",4,0.69098
"2014 International Conference on Circuits, Power and Computing Technologies, ICCPCT 2014",5,0.72607
"10th International Conference, ELEKTRO 2014 - Proceedings",6,0.76116
ASSETS 2016 - Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility,5,0.72607
"2nd International Workshop on Artificial Intelligence for Requirements Engineering, AIRE 2015 - Proceedings",1,0.58572
"29th Congress of the International Council of the Aeronautical Sciences, ICAS 2014",7,0.79624
"IEEE International Conference on High Performance Switching and Routing, HPSR",14,1.04184
Proceedings - DMS 2016: 22nd International Conference on Distributed Multimedia Systems,2,0.62081
Proceedings of the International Conference FIBRE CONCRETE,1,0.58572
"Proceedings of 2015 IEEE 9th International Conference on Intelligent Systems and Control, ISCO 2015",4,0.69098
"2016 IEEE/ACIS 15th International Conference on Computer and Information Science, ICIS 2016 - Proceedings",4,0.69098
"Proceeding - 2016 IEEE 12th International Colloquium on Signal Processing and its Applications, CSPA 2016",3,0.6559
"12th International Multi-Conference on Systems, Signals and Devices, SSD 2015",4,0.69098
IJCCI 2015 - Proceedings of the 7th International Joint Conference on Computational Intelligence,1,0.58572
"2016 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2016",4,0.69098
"IEEE MTT-S International Microwave and RF Conference 2014, IMaRC 2014 - Collocated with Intemational Symposium on Microwaves, ISM 2014",5,0.72607
"2016 URSI Asia-Pacific Radio Science Conference, URSI AP-RASC 2016",3,0.6559
"2015 7th IEEE Latin-American Conference on Communications, LATINCOM 2015",2,0.62081
"JICTEE 2014 - 4th Joint International Conference on Information and Communication Technology, Electronic and Electrical Engineering",4,0.69098
"Proceedings of the 2016 International Conference on Broadband Communications for Next Generation Networks and Multimedia Applications, CoBCom 2016",2,0.62081
"2014 International Conference on Medical Imaging, m-Health and Emerging Communication Systems, MedCom 2014",6,0.76116
"2015 IEEE Jordan Conference on Applied Electrical Engineering and Computing Technologies, AEECT 2015",5,0.72607
"2014 31th URSI General Assembly and Scientific Symposium, URSI GASS 2014",7,0.79624
"SACI 2016 - 11th IEEE International Symposium on Applied Computational Intelligence and Informatics, Proceedings",4,0.69098
"2015 International Congress on Electric Industry Automation, ICEIA 2015",1,0.58572
"Proceedings of the International Conference on Computing and Communications Technologies, ICCCT 2015",4,0.69098
"Proceedings - 3rd International Workshop on Conducting Empirical Studies in Industry, CESI 2015",3,0.6559
"Proceedings of the 19th International Workshop on Software and Compilers for Embedded Systems, SCOPES 2016",3,0.6559
"Proceedings of the 20th Asia-Pacific Conference on Communication, APCC 2014",4,0.69098
"4th International Istanbul Smart Grid Congress and Fair, ICSG 2016",3,0.6559
ISOCC 2015 - International SoC Design Conference: SoC for Internet of Everything (IoE),4,0.69098
"2014 SOI-3D-Subthreshold Microelectronics Technology Unified Conference, S3S 2014",5,0.72607
"2014 DGON Inertial Sensors and Systems, ISS 2014 - Proceedings",2,0.62081
"ICIIECS 2015 - 2015 IEEE International Conference on Innovations in Information, Embedded and Communication Systems",5,0.72607
MESA 2016 - 12th IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications - Conference Proceedings,2,0.62081
"2014 11th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2014",1,0.58572
"2014 19th IEEE-NPSS Real Time Conference, RT 2014 - Conference Records",0,0.55064
"2014 1st International Conference on Computational Systems and Communications, ICCSC 2014",1,0.58572
"2014 4th International Conference on Image Processing Theory, Tools and Applications, IPTA 2014",1,0.58572
"2014 IEEE Biennial Congress of Argentina, ARGENCON 2014",1,0.58572
"2014 IEEE PES Transmission and Distribution Conference and Exposition, PES T and D-LA 2014 - Conference Proceedings",0,0.55064
"2014 International Conference on Cyber and IT Service Management, CITSM 2014",0,0.55064
"2015 12th International Conference and Expo on Emerging Technologies for a Smarter World, CEWIT 2015",1,0.58572
"2015 23rd Telecommunications Forum, TELFOR 2015",0,0.55064
"2015 Digital Heritage International Congress, Digital Heritage 2015",0,0.55064
"2015 Global Information Infrastructure and Networking Symposium, GIIS 2015",0,0.55064
"2015 USNC-URSI Radio Science Meeting (Joint with AP-S Symposium), USNC-URSI 2015 - Proceedings",1,0.58572
2016 ACM International Conference on Computing Frontiers - Proceedings,1,0.58572
"2016 IEEE Radar Conference, RadarConf 2016",0,0.55064
"2016 International Annual Conference of the American Society for Engineering Management, ASEM 2016",0,0.55064
"22nd International Congress on Sound and Vibration, ICSV 2015",1,0.58572
"41st EPS Conference on Plasma Physics, EPS 2014",0,0.55064
ACM IMCOM 2016: Proceedings of the 10th International Conference on Ubiquitous Information Management and Communication,0,0.55064
Advances in Fossil Energy R and D 2016 - Topical Conference at the 2016 AIChE Annual Meeting,0,0.55064
"Advances in Powder Metallurgy and Particulate Materials - 2014, Proceedings of the 2014 World Congress on Powder Metallurgy and Particulate Materials, PM 2014",0,0.55064
"Annual Meeting of the American Electrophoresis Society 2016, AES 2016 - Topical Conference at the 2016 AIChE Annual Meeting",0,0.55064
"ECOS 2015 - 28th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems",0,0.55064
Entrepreneurial Chemical Engineering 2015 - Sponsored by CIEE - Topical Conference at the 2015 AIChE Annual Meeting,0,0.55064
ICEMS 2001 - Proceedings of the 5th International Conference on Electrical Machines and Systems,16,1.11202
"Modern Problems of Radio Engineering, Telecommunications and Computer Science, Proceedings of the 13th International Conference on TCSET 2016",0,0.55064
"Proceedings - 11th IEEE International Conference on eScience, eScience 2015",1,0.58572
"Proceedings - 2014 International Conference on Network-Based Information Systems, NBiS 2014",0,0.55064
"Proceedings - 2015 8th International Conference on BioMedical Engineering and Informatics, BMEI 2015",0,0.55064
"Proceedings - 2015 IEEE International Conference on Web Services, ICWS 2015",1,0.58572
Proceedings - EUROCON 2015,0,0.55064
"Proceedings - International Conference on Computers in Education, ICCE 2002",11,0.93659
"Proceedings of HUST 2014: 1st International Workshop on HPC User Support Tools - Held in Conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",0,0.55064
"Proceedings of SEHPCCSE 2014: 2nd International Workshop on Software Engineering for High Performance Computing in Computational Science and Engineering - held in conjunction with SC 2014: The International Conference for High Performance Computing, Networking, Storage and Analysis",0,0.55064
"Proceedings of the 2015 IEEE 4th Asia-Pacific Conference on Antennas and Propagation, APCAP 2015",0,0.55064
"Proceedings of the 7th International Conference on Textile Composites and Inflatable Structures, STRUCTURAL MEMBRANES 2015",0,0.55064
"Proceedings of the International Conference Days on Diffraction 2015, DD 2015",0,0.55064
"Proceedings, SBCCI 2014 - 27th Symposium on Integrated Circuits and Systems Design: Chip in Aracaju",1,0.58572
Proceedings - SCA 2015: 14th ACM SIGGRAPH / Eurographics Symposium on Computer Animation,0,0.55064
"SECRYPT 2015 - 12th International Conference on Security and Cryptography, Proceedings; Part of 12th International Joint Conference on e-Business and Telecommunications, ICETE 2015",0,0.55064
"Structural Health Monitoring 2015: System Reliability for Verification and Implementation - Proceedings of the 10th International Workshop on Structural Health Monitoring, IWSHM 2015",1,0.58572
"Structural Health Monitoring 2015: System Reliability for Verification and Implementation - Proceedings of the 10th International Workshop on Structural Health Monitoring, IWSHM 2015",1,0.58572
"Volcanic Rocks and Soils - Proceedings of the International Workshop on Volcanic Rocks and Soils, 2015",0,0.55064
"Proceedings of the 11th International Conference on Cyber Warfare and Security, ICCWS 2016",3,0.6559
"52nd AIAA/SAE/ASEE Joint Propulsion Conference, 2016",6,0.76116
SA 2015 - SIGGRAPH ASIA 2015 Art Papers,1,0.58572
"2015 2nd International Conference on Computing Technology and Information Management, ICCTIM 2015",2,0.62081
"Digital Holography and Three-Dimensional Imaging, DH 2015",4,0.69098
"Proceedings - 2016 IEEE World Congress on Services, SERVICES 2016",2,0.62081
Society of Petroleum Engineers - SPE Kingdom of Saudi Arabia Annual Technical Symposium and Exhibition,2,0.62081
"ECTI-CON 2015 - 2015 12th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology",5,0.72607
